,text,label
10,<div>한아름 기자  </div></div></article>,3
11,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><div class=""dp-image-container""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308348_001_20240904212506967.jpg?type=w647""/></span></span></span></div>",3
12,<div>할리우드 배우 토리 스펠링(51)과 딘 맥더못(57)이 이혼 신고 5개월 만에 함께 모습을 드러내 이목을 끈다.</div>,3
13,"<div>3일(현지 시간), 외신 매체 '페이지식스'(Page Six)가 토리 스펠링과 그의 전남편 딘 맥더못이 미국 캘리포니아주 아구라 힐스의 한 거리에서 노동절 카니발을 즐기는 모습이 목격됐다고 보도했다.</div>",3
14,"<div>행사에 참석한 소식통에 따르면 두 사람은 아들 중 한 명과 함께 카니발에 참석한 것으로 확인됐으나, 스펠링과 맥더못이 어떤 자녀와 함께 있었는지는 알려지지 않았다. 두 사람은 슬하에 다섯 명의 자녀를 두고 있다.</div>",3
15,<div>앞서 스펠링은 지난 3월 리얼리티 프로그램 'Chopped Canada'의 진행자인 딘 맥더못과의 이혼을 공식적으로 알렸다. 이는 첫 이혼 소식을 전한 지 약 9개월 만이다.</div>,3
16,"<div>당시 그는 이혼 사유로 ""화해할 수 없는 차이""를 꼽으며 공식적인 별거 날짜를 2023년 6월 17일로 명시했다.</div>",3
17,"<div>이어 지난 4월 스펠링은 자신이 진행하는 팟캐스트 'MisSpelling'에서 이혼에 이르게 된 다툼에 관해 언급하기도 했다. 이날 그는 전남편과 격렬한 논쟁을 벌이던 중 화가 나서 그만 구운 감자를 던졌다고 밝혔다. 이어 ""제가 가장 소중히 간직했던 물건을 땅에 던졌습니다""라고 덧붙였다.</div>",3
18,"<div>이후 계속되는 말다툼에 맥더못이 크게 화를 내며 이혼을 요구했으며, 맥더못이 ""이혼하고 싶다. 이제 우리는 끝났다""라고 말하자 스펠링이 ""좋아, 알았어""라고 답했다고 전해졌다.</div>",3
19,"<div>두 사람 모두 17년간의 결혼 생활을 마친 후 각자의 삶을 살아가고 있는 것으로 알려졌다. 이혼 절차가 마무리된 후 맥더못은 새 여자친구를 사귀고 있다고 보도됐으며, 스펠링도 얼마 지나지 않아 한 남성과 함께 시간을 보내고 있는 모습이 목격되기도 했다.</div>",3
20,"<div>한편 토리 스펠링과 딘 맥더못은 지난 2005년 각기 다른 배우자가 있는 상태로 만남을 가졌고, 이듬해인 2006년 결혼했다. 이후 2013년 딘 맥더못이 토리 스펠링을 두고 바람을 피운 사실을 고백해 결혼 생활에 위기가 닥치기도 했다.</div>",3
21,<div>전하나 기자  </div></div></article>,3
22,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><div><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308347_001_20240904212311382.jpg?type=w647""/></span></span></span></div>",3
23,"<div class=""dp-image-container""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308347_002_20240904212311438.jpg?type=w647""/></span></span></span></div>",3
24,<div>일본 아이돌 그룹 모닝구 무스메(モ?ニング娘) 출신 가수 후지모토 미키가 남편인 코미디언 쇼지 토모하루와 결혼하게 된 계기를 밝혔다.</div>,3
25,"<div>지난 2일(현지 시간) 방송된 NHK 라디오 '후와리'(ふんわり)에 가수 후지모토 미키가 출연했다. 후지모토 미키는 남편과 관련된 일화를 공개하며, 이목을 사로잡았다.</div>",3
26,"<div>이날 후지모토 미키는 15년간의 결혼 생활을 회상했다. 그는 ""내 인생에서 이 사람(쇼지 토모하루)과 이별한다는 것은 상상조차 할 수 없었다""라며 ""일단 결혼하고, 이별은 이혼이라고 생각했다""라고 남편에 대한 남다른 애정을 드러냈다.</div>",3
27,"<div>후지모토 미키는 ""이 사람과 결혼하지 않으면 관계가 끝나지 않을 것 같았다""라며 ""'그러면 결혼해야겠다'라는 마음으로 결혼했다""라고 솔직하게 결혼 계기를 밝혔다.</div>",3
28,"<div>24살이라는 어린 나이에 결혼한 후지모토 미키는 결혼 당시 주변인의 반응도 공개했다. 그는 ""모두 놀랐다""며 ""'진짜 좋은 거야?'라고 묻는 사람도 있었다""라고 설명했다.</div>",3
29,"<div>후지모토 미키는 ""의외로 사무실 사람의 반대는 없었다""라며, 소속사의 반대는 없었다고 전했다. 그는 ""'그렇구나'라는 반응이 있었다""라며, 소속사의 덤덤했던 반응을 털어놨다.</div>",3
30,"<div>한편, 후지모토 미키는 지난 2003년 아이돌 그룹 모닝구 무스메 멤버로 합류했다. </div>",3
31,"<div>합류 4년 만인 지난 2007년 5대 리더로 취임됐으나, 취임 약 2주 만에 코미디언 쇼지 토모하루와 열애설에 휩싸였다. 열애설 이후 후지모토 미키는 리더 취임 25일 만에 모닝구 무스메에서 탈퇴했다.</div>",3
32,"<div>후지모토 미키와 쇼지 토모하루는 지난 2009년 결혼했으며, 두 사람 슬하에는 세 명의 자녀가 있다. </div>",3
33,<div>한아름 기자  </div></div></article>,3
34,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><div class=""dp-image-container""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308346_001_20240904212111326.jpg?type=w647""/></span></span></span></div>",3
35,<div>일본의 싱어송라이터 호노카 린(27)이 학창 시절 괴롭힘을 당한 사실을 털어놔 이목을 끈다.</div>,3
36,"<div>4일(현지 시간), 일본의 가수 호노카 린이 자신의 계정에 과거 괴롭힘을 당했던 과거를 밝혔다.</div>",3
37,"<div>이날 호노카는 중학교 시절 괴롭힘을 당했다는 한 네티즌의 게시글을 인용해 ""매일 아침 학교에 가면 책상은 뒤집혀 있었고 칠판에는 욕이 쓰여 있었다. 가방은 창문 밖으로 떨어져 있었고, 급식판에는 민트맛 목캔디가 (음식에) 넣어져 있었다""라며 괴롭힘을 당했던 일화롤 털어놨다.</div>",3
38,"<div>또 호노카는 ""창문 밖에서 누가 분필을 던지기도 하고 학교에서 거짓 소문이 도는 등 여러 가지 일이 있었지~""라고 덧붙이며 자신의 과거를 회상했다. 이어 그는 이러한 피해 사실을 그동안 누구에게도 말하지 못했던 이유를 털어놨다. ""'괴롭힘을 당하는 것=멋지지 않은 일'이라고 생각해서 옛날에는 아무에게도 말하지 못했다""라며 "" 이제는 괜찮겠지""라며 어딘가 개운해 보이는 모습을 보였다.</div>",3
39,<div>한편 호노카 린은 2017년 9월 '멜론 소다'라는 곡으로 데뷔해 가수로 활동하고 있으며 가수 데뷔 전에는 패션 모델로도 활동했다.</div>,3
40,"<div>앞서 호노카는 지난 2017년 ""기혼자 중에서 불륜하지 않는 사람이 드물지 않나? 10명 중 7명은 불륜 하잖아?""라며 일본의 대다수 기혼자가 불륜을 하고 있다는 식의 발언으로 논란을 산 바 있다. 당시 그는 ""내가 너무 어둠 속에서 살았나""라며 불륜을 저지르며 교제하는 사람들이 많이 봐왔다고 털어놓기도 했다.</div>",3
41,<div>특히 호노카는 미성년자였을 때 8세 연상의 밴드 게스노키와미오토메의 보컬 카와타니 에론과 반동거 상태로 교제했던 사실이 밝혀져 비난을 받기도 했다.</div>,3
42,<div>전하나 기자  </div></div></article>,3
43,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><div class=""dp-image-container""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308344_001_20240904211811376.jpg?type=w647""/></span></span></span></div>",3
44,<div>일본의 인기 아이돌 그룹 '캇툰'(KAT-TUN) 출신 다구치 준노스케(38)가 고액의 팬미팅을 개최해 논란이 일고 있다.</div>,3
45,"<div>지난 2일(현지 시간),다구치 준노스케가 개인 계정을 통해 오는 10월 26일 팬 참가형 '포도따기 버스 투어'를 개최한다고 밝혔다.</div>",3
46,"<div>당시 공개된 바에 따르면 해당 버스 투어는 당일치기로 실시할 예정이며 이른 아침에 도내에서 출발, 간단한 점심식사와 함께 교류회를 진행한 뒤 포도 따기 등의 체험활동을 진행한다. 또한 참가 특전으로 다구치와의 투샷 촬영이 가능하다고 설명되어 있다.</div>",3
47,<div>그러나 팬미팅 투어 가격이 3만8000엔(한화 약 35만원)이라고 알려져 그의 팬들 사이에서는 논란이 일었다.</div>,3
48,"<div>앞서 다구치는 2016년 3월 캇툰을 탈퇴하고 스타트 엔터테인먼트(구 쟈니스)를 퇴소했다. 그러나 2019년 대마초 소지 및 단속법 위반 혐의로 전 여배우 코미네 레나(44)와 함께 체포되어 징역 6개월, 집행유예 2년 유죄 판결을 받았다. 당시 그는 300만엔(한화 약 3,200만원)을 내고 풀려났으며, ""죄를 갚고자 연예계 활동을 중단하겠다""라고 선언한 바 있다.</div>",3
49,<div>특히 지난해 5월에는 일본 가부키쵸의 한 호스트바에서 목격돼 충격을 자아냈다. 온라인상에는 그가 호스트바에서 특별 공연을 개최해 열창하는 모습이 담긴 영상이 게재돼 비난을 사기도 했다.</div>,3
50,"<div>이후 오랜만에 복귀한 그가 고액의 팬미팅을 개최하자, 네티즌은 ""돈이 부족해서 투어를 진행하는건가?"", ""팬클럽 연회비도 5만원이 넘는데 버스투어는 더 비싸네"", ""한창 활동하는 아이돌 만나는 것도 아니고 이 가격이면 아무도 안갈 듯"" 등의 반응을 보였다.</div>",3
51,<div>전하나 기자  </div></div></article>,3
52,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/109/2024/09/04/0005150200_001_20240904181613820.png?type=w647""/></span></span></span>",3
53,[OSEN=최이정 기자] 61세의 배우 데미 무어가 눈을 의심케 하는 젊음과 아름다움을 뽐냈다. ,3
54,"무어는 3일(현지시간) 자신의 SNS에 영화 전문지 버라이어티의 커버 사진을 게재했다. 사진 속 무어는 탄탄하고 군살 없는 몸과 완벽하게 정돈된 얼굴, 고혹적인 분위기로 시선을 사로잡는다. 우아하고 개성 넘치는 의상들도 100% 소화해 내며 감탄을 불러일으킨다. 댓글에는 폭발적인 찬사가 이어졌다. ",3
55,무어는 최근 칸 국제영화제에서 화제를 모은 영화 'The Substance'의 주인공으로 나서 인터뷰를 가졌다.,3
56,"<span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/109/2024/09/04/0005150200_002_20240904181613876.png?type=w647""/></span></span></span>",3
57,"극 중 그녀가 연기한 캐릭터는 에어로빅 쇼의 스타로 수십 년 동안 엄청난 성공을 거두지만 갑자기 해고를 당하면서 타격을 입는 인물. 그녀는 더 젊어 보이기 위해 암시장 약물을 자신에게 주사한다. 그리고 젊고 탄력 있는 미인으로 변신하지만 기괴한 일들이 일어나기 시작한다. 그녀가 괴로워하는 동안, 한 실험실은 그녀를 강화된 버전으로 바꿔줄 물질을 제공한다. 영화는 9월 20일에 개봉한다. ",3
58,"<span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/109/2024/09/04/0005150200_003_20240904181613899.png?type=w647""/></span></span></span>",3
59,"<span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/109/2024/09/04/0005150200_004_20240904181613935.png?type=w647""/></span></span></span>",3
60,"무어는 이 영화에 대해 인터뷰에서 ""노화, 사회적 조건화, 내가 보는 것의 문제를 탐구하는 독특한 방식이라고 느꼈다. 여성으로서 우리가 받아들인 남성적 이상형의 여성에 대한 압력으로""라고 설명했다. ",3
61,"더불어 ""핵심은 우리가 우리 자신에게 하는 일이며, 그것이 물리적인 방식으로 묘사된 것을 좋아했다. 우리의 생각으로 하는 일, 우리 자신을 공격하고 사물을 왜곡하는 방식으로 폭력을 보여준다. 우리가 자신에게 하는 일이 선택이며, 다른 선택을 할 수 있다는 것을 아는 데는 큰 힘이 있다""라고 말했다. ""그리고 그렇게 깊은 메시지를 찾지 않는 사람들에게는 그저 재미있을 뿐이다""라고 덧붙였다.",3
62,"한편 무어는 1987년부터 2000년까지 배우 브루스 윌리스와 결혼 생활을 했고 슬하에 탈룰라, 스카우트, 루머 등 세 딸을 두고 있다. 그녀는 손주가 있는 할머니이기도 하다.",3
63,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/008/2024/09/04/0005085896_001_20240904174215679.jpg?type=w647""/></span></span><em class=""img_desc"">1960년대 미국 청춘스타로 알려진 배우 겸 가수 제임스 대런이 향년 88세 나이로 별세했다./사진=X(엑스, 구 트위터)</em></span>",3
64,1960년대 미국 청춘스타였던 배우 겸 가수 제임스 대런이 향년 88세 나이로 별세했다.,3
65,3일(현지시간) AP 통신과 뉴욕타임스 등 외신에 따르면 대런의 아들은 전날 아버지가 로스앤젤레스(LA)의 한 병원에서 울혈성 심부전으로 사망했다고 전했다. 울혈성 심부전이란 여러 원인으로 심장이 신체 조직이나 기관에 필요한 혈액을 공급할 수 없는 상태를 말한다. ,3
66,지난 1936년 필라델피아의 이탈리아 이민자 가정에서 태어난 대런은 16세에 학교를 중퇴한 뒤 일찍이 연기에 입문했다. ,3
67,특히 영화 '기제트(1959)'와 잇달아 개봉한 속편 시리즈에서 젊은 서퍼 문도기를 연기하며 큰 사랑을 받았다. 이 작품으로 미국에서는 서핑 열풍이 불기도 했다. ,3
68,가수로도 활동했다. 그는 '굿바이 크루얼 월드(Goodbye Cruel World)'를 비롯한 싱글 앨범을 발매해 1961년엔 그래미상 후보로 올랐다. ,3
69,1980년대에 방영한 TV 시리즈 'T.J.후커' 출연 당시 감독을 대신해 연출하기도 했다. 이후 대런은 인기 시리즈 '멜로즈 플레이스'와 '베벌리 힐스 아이들' 등의 일부 에피소드를 연출·감독하기도 했다. ,3
70,대런은 1990년대 들어서 '스타트렉: 딥 스페이스 나인'의 빅 폰테인 역으로 연기에 복귀해 대중의 관심을 이끄는 데 성공했다. 비교적 최근인 2017년에는 배우 겸 감독 존 캐럴 린치의 영화 '럭키'에도 출연했다.,3
71,그는 1955년 글로리아 테를리츠키와 결혼했으나 3년 뒤 이혼했다. 이후 1960년 미스 덴마크 출신 에비 노런드와 재혼했다. ,3
72,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><div class=""dp-image-container""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308290_001_20240904173110153.jpg?type=w647""/></span></span></span></div>",3
73,<div>일본 유명 아이돌 출신 여배우 시노다 마리코가 공개 연애를 시작했다.</div>,3
74,<div>3일(현지 시각) 외신에 따르면 시노다 마리코는 자신의 계정을 통해 교제 중인 남자가 있다고 밝혔다.</div>,3
75,"<div>시노다는 “사적인 일로 하나 말할 것이 있다 갑작스럽게 죄송하다”라며 “현재 제게는 교제 중인 남성이 있다 일반인이라서 자세한 사항은 말씀드리기 어렵지만, 저와 제 딸을 소중히 여겨주시는 매우 존경스러운 분이다”라며 교제 사실을 알렸다.</div>",3
76,<div>이어 두 사람은 작년에 알게 된 사이라며 “진지하게 저희에게 다가오는 모습에 매료되어 교제하게 되었다”라고 말했다. 또 “처음에는 이런 사이가 될 줄 몰랐다 정말로 교제하게 될 줄은 상상도 못해서 제 자신이 가장 놀라고 있다”라고 덧붙였다.</div>,3
77,<div>마지막으로 “현재 저는 아이와 일에 집중하며 평온한 마음으로 지내고 있다 앞으로도 무슨 일이 있으면 스스로 전하고 싶으니 따뜻하게 지켜봐 주시면 감사하겠다”라고 팬들에게 이해를 요청했다.</div>,3
78,"<div>팬들은 ‘늘 응원하겠다’, ‘직접 말해줘서 고맙다’, ‘마리코가 행복하면 나는 상관없다’, ‘그동안 겪은 일들을 함께 나눌 수 있는 좋은 사람이었으면 좋겠다’ 등의 반응을 보였다.</div>",3
79,"<div>한편, 시노다는 AKB48의 인기 멤버로 활약하다 2013년 그룹을 졸업했다. 이후 여배우로 활동하고 있다. 시노다는 올해 1월 TV 아사히 드라마 ‘이혼하지 않는 남자 ? 바람 피우는 남편과 악처의 속임수 사랑’에서 불륜을 저지르는 아내를 연기해 큰 화제를 모았다.</div>",3
80,<div>시노다는 2019년 2월 3살 연하의 일반인과 결혼한 후 이듬해 3월 딸을 가졌다. 이후 지난 해 3월 이혼 소식을 전했다.</div>,3
81,<div>정은비 기자  </div></div></article>,3
82,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><div class=""dp-image-container""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308284_001_20240904172707558.jpg?type=w647""/></span></span></span></div>",3
83,<div>대만 톱스타 나지상 사건에 연류된 후 4년간 연예계에서 모습을 감췄던 배우 젠카이러가 임신 소식을 전했다.</div>,3
84,"<div>2일 젠카이러는 “Hello. 9月""라는 글과 함께 초음파 사진을 공개했다. 무려 4년 만의 SNS 업데이트.</div>",3
85,"<div>41세, 적지 않은 나이에 임신에 성공한 젠카이러는 여전히 발랄한 매력과 동안 비주얼을 자랑한다.</div>",3
86,"<div>그는 과거 한 인터뷰를 통해 “2019년 초에 점을 보러갔는데 내가 두 아이를 낳을 것이라고 했다”라며 “원래는 2019년 초에 난자를 냉동하려고 했는데 점집에서 ‘너는 아기를 꼭 낳을 거야’라고 장담해 난자를 얼리지 않고, 돈을 아꼈다”라고 밝히기도 했다.</div>",3
87,<div>앞서 2020년 젠카이러는 대만 톱스타 나지상과 사생활 스캔들에 연루돼 엄청난 파장을 일으킨 바 있다.</div>,3
88,<div>나지상과 9년을 교제한 전 여자친구인 주양청의 폭로로 나지상이 교제기간 동안 다수의 여성과 난잡한 관계를 즐긴 사실이 밝혀진 것이다.</div>,3
89,"<div class=""dp-image-container""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/213/2024/09/04/0001308284_002_20240904172707794.jpg?type=w647""/></span></span></span></div>",3
90,"<div>당시 자신의 잘못을 인정하지 않고, ""심려를 끼쳐 죄송하다""는 글을 올렸던 나지상은 더 폭로하겠다는 주양청의 글에 전 연인과 팬들을 향한 사과문을 작성했다.</div>",3
91,"<div>중국 시나연예 보도에 따르면 나지상은 스캔들 직후 4개의 광고, 3개의 고정 프로그램에서 하차하며 약 1.38억 위안(한화 약 232억 원)의 손해를 입었던 것으로 알려졌다.</div>",3
92,"<div>1996년 아이돌 그룹으로 데뷔해 배우, 가수, 방송인 등으로 활동했던 나지상은 대만은 물론 중국에서도 큰 사랑을 받으며 부동산, 투자 수익 등 엄청난 부를 축적한 것으로 알려졌다.</div>",3
93,<div>해당 사건 이후 자취를 감춘 젠카이러는 2021년 상하이 의사 남자친구와 비밀리에 결혼했다는 사실이 뒤늦게 알려졌으나 지난해 말 이혼 소식과 함께 복귀 의사를 밝혔다.</div>,3
94,<div>현재 그는 자신의 개인 계정을 통해 임신 소식을 알린 상태이며 그의 지인은 인터뷰를 통해 “아이 아빠는 2020년에 약혼한 상하이 의사다. 두 사람은 변함없이 서로를 사랑하고 있으며 이제 초보 엄마 아빠로 새로운 삶을 살 예정”라고 밝혔다.</div>,3
95,<div>이지은 기자 </div></div></article>,3
96,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/609/2024/09/04/202409041632246310_1_20240904170214332.jpg?type=w647""/></span></span><em class=""img_desc"">엘튼 존 소셜미디어</em></span>",3
97,[뉴스엔 박수인 기자] 영국의 팝스타 엘튼 존(Elton John)이 심각한 감염으로 한쪽 눈의 시력이 제한된 상태라고 밝혔다.,3
98,엘튼 존은 9월 3일(현지시간) 개인 소셜미디어를 통해 현재 눈의 상태와 근황을 전했다.,3
99,"엘튼 존은 ""여름 동안 안타깝게도 한쪽 눈의 시야가 제한되는 심각한 안구 감염으로 고생했다. 치유는 되고 있지만 매우 느린 과정이며 시력이 돌아오기까지는 시간이 걸릴 것""이라고 알렸다.",3
100,"이어 ""지난 몇 주 동안 저를 잘 돌봐준 훌륭한 의사와 간호사, 가족들에게 정말 감사드린다""며 ""저는 집에서 조용히 여름을 보내고 있으며 지금까지 치유와 회복에 진전이 있었다는 사실에 긍정적으로 느끼고 있다""고 전했다.",3
101,"한편  'Your Song', 'Rocket Man', 'I'm Still Standing' 등 수많은 히트곡을 보유 중인 엘튼 존은 자신의 삶을 다룬 영화 '로켓맨' 기획에 참여했고 영화 '킹스맨: 골든 서클'에서는 본인 역으로 출연했다.",3
102,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/609/2024/09/04/202409041652122410_1_20240904165315703.jpg?type=w647""/></span></span></span>",3
103,"[뉴스엔 이민지 기자] 다니엘 크레이그, 레이첼 와이즈 부부 근황이 포착됐다. ",3
104,"스플래쉬닷컴은 최근 베니스 영화제에서 포착된 배우 다니엘 크레이그, 레이첼 와이즈의 모습을 공개했다. ",3
105,"다니엘 크레이그는 '007' 시리즈 제임스 본드 역을 맡을 때와 달리 긴 헤어스타일에 흰티, 청바지로 캐주얼한 모습을 보였다. 레이첼 와이즈는 검은색 원피스로 변함없는 미모를 자랑했다. ",3
106,"<span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/609/2024/09/04/202409041652122410_2_20240904165315728.jpg?type=w647""/></span></span></span>",3
107,두 사람은 할리우드 대표 잉꼬부부 답게 손을 꼭 잡고 다정한 모습을 보였다. ,3
108,"한편 다니엘 크레이그와 레이첼 와이즈는 2011년 결혼해 슬하에 1녀를 두고 있다. 다니엘 크레이그는 영화 '007' 시리즈 제임스 본드로, 레이첼 와이즈는 영화 '미이라'로 유명하다.",3
109,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/311/2024/09/04/0001767960_001_20240904155813938.jpg?type=w647""/></span></span></span>",3
110,(엑스포츠뉴스 이창규 기자) 영국의 팝스타 엘튼 존이 자신의 건강 상태를 알렸다.,3
111,"엘튼 존은 3일(현지시간) 공식 성명서를 통해 ""이번 여름에 안구에 심각한 감염 문제가 있었고, 이로 인해 한쪽 눈의 시력이 제한됐다""고 전했다.",3
112,"그는 ""현재 회복 중이지만, 회복이 극히 느려서 (감염의) 영향을 받은 눈의 시력이 돌아오기까지는 시간이 걸릴 것""이라고 설명했다.",3
113,"이어 ""지난 몇 주 동안 의사, 간호사들과 내 가족이 나를 잘 돌봐줘 정말 고맙게 생각한다""면서 ""집에서 조용히 회복하며 여름을 보내고 있고, 지금까지 치료와 회복에 대해 긍정적으로 느끼고 있다""고 덧붙였다.",3
114,"그의 성명서에 디자이너 도나텔라 베르사체, 빌리 진 킹, 라디오 진행자 밥 해리스, 배우 레이튼 윌리엄스 등의 응원 댓글이 이어졌다.",3
115,"한편, 엘튼존의 'Farewell Yellow Brick' 투어와 무대 뒤 삶을 조명한 다큐멘터리 영화 '엘튼 존: 네버 투 레이트'는 런던국제영화제(BFI)에서 공개를 앞두고 있다.",3
116,"지난 1월 제75회 프라임타임 에미상을 수상한 그는 미국 대중 문화계의 4대 시상식인 오스카, 그래미, 토니, 에미 시상식에서 모두 상을 수상한 'EGOT' 수상자로도 이름을 올리게 됐다.",3
